authors,comments,cover,isbn,pubdate,publisher,rating,series,series_index,tags,title,id
Madeline Hunter,"Ela tem um sonho. Ele tem um objectivo. O que os une pode separá-los para sempre. Se Phaedra Blair não possuísse tanta beleza e estilo, a alta sociedade achá-la-ia apenas estranha. Mas como a Mãe Natureza a dotou de ambas as coisas, consideram-na interessante e excêntrica. Ela é uma mulher à frente do seu tempo. Deseja liberdade e persegue um sonho. Apaixonar-se não está nos seus planos imediatos. Aliás, o seu primeiro encontro com Lorde Elliot não é auspicioso. Injustamente presa, será graças ao poder e charme do jovem que consegue escapar. Mas Phaedra depressa descobre que o preço da sua ""liberdade"" é ficar virtualmente ligada ao seu ""herói"". Pois Elliot Rothman não agiu apenas numa missão de boa vontade. O seu objectivo é garantir que Phaedra não publicará um manuscrito que ameaça destruir o bom nome da sua família, e para tal, ele está disposto a tudo. Não contava, porém, encontrar uma adversária à sua altura. Os dois jovens vão debater-se com as convenções de uma sociedade rígida e, acima de tudo, com sentimentos tão intensos quanto contraditórios.",C:\Users\Joao\Calibre Library\Madeline Hunter\Licoes de Desejo (2064)\cover.jpg,9789892311920,2012-02-28T13:03:54+00:00,Leya,4,Rothwell Brothers,2.0,"Fiction, Romance, General",Lições de Desejo,2064
Madeline Hunter,"O nome de Lady Cassandra Vernham e sinonimo de escandalo entre a alta- sociedade. Espantosamente, a jovem teve o descaramento de recusar o pedido de casamento do bar?o Lakewood, o homem que comprometeu a sua reputac?o. Abandonada pela familia, Cassandra ve-se obrigada a vender em leil?o os unicos bens que lhe restam. Mas a sorte n?o esta do seu lado, pois as suas joias mais valiosas s?o arrematadas mas n?o s?o pagas. O visconde Ambury n?o tem a minima intenc?o de pagar a Cassandra. Para alem de desconfiar que as joias s?o roubadas, nutre pela jovem um odio tremendo, uma vez que a julga responsavel pela morte do seu amigo Lakewood. Mas nem mesmo esse rancor trava a sua embaracosa imaginac?o. Para mal dos seus pecados, Ambury n?o consegue impedir-se de a desejar, de sonhar com ela na sua cama, a realizar as suas fantasias mais ousadas. O convivio constante dos dois, porem, revela-se fatal. As chamas provocadas pelos seus confrontos v?o iluminar segredos obscuros que alterar?o as suas vidas para sempre. 2? volume da serie O QUARTETO FAIRBOURNE",C:\Users\Joao\Calibre Library\Madeline Hunter\O Desejo de Lady Cassandra (2065)\cover.jpg,9789892335346,2016-04-13T13:37:35+01:00,Leya,,Fairbourne Quartet,2.0,"Fiction, General, Autores Estrangeiros, Ficção norte-americana - Romance, Romance",O Desejo de Lady Cassandra,2065
M. C. Beaton,"Numa época em que as mulheres da nobreza só dispõem de duas opções – casar ou esperar que um parente rico morra – as irmãs Tribble não têm sorte nenhuma. Não só ainda não encontraram o amor como, após anos de bajulação a uma intratável tia velha, veem o seu nome apagado do testamento aquando da sua morte.As românticas Amy e Effie Tribble sonhavam com ricos jantares de carne assada e batalhões de criados aduladores mas agora estão oficialmente na penúria. Ironicamente, é neste cenário desolador que lhes ocorre uma ideia brilhante: colocar a sua educação esmerada ao serviço das jovens mais “difíceis”, apresentá-las à sociedade e arranjar-lhes casamento. Não contavam que a sua primeira cliente fosse Lady Felicity Vane, cuja rebeldia ameaça enlouquecer a sua própria mãe e arruinar o projeto sentimental de Amy e Effie. A jovem prefere caçar com os amigos a pensar em casar. Mal ela sabe que o seu suposto pretendente é o homem que mais a irrita (e que mais irritado se sente por ela). Felicity nunca admitirá que o seu coração treme ao ver Charles Ravenswood, principalmente porque o elegante marquês parece não ter paciência nenhuma para as suas extravagâncias. O clima entre ambos é tão tenso que, se soubessem o que as irmãs planeiam, o resultado seria, no mínimo, desastroso... Marion Chesney (também conhecida pelo pseudónimo M.C. Beaton) nasceu na Escócia. Autora de uma vasta obra que se divide em romances de época e livros policiais, é uma das escritoras mais queridas dos leitores britânicos. Divide o seu tempo entre uma pequena vila nas Cotswolds e Paris.",C:\Users\Joao\Calibre Library\M. C. Beaton\A Educacao de Felicity (2066)\cover.jpg,9789892330228,2015-02-20T12:40:51+00:00,Leya,,,1.0,"Fiction, Romance, General, Autores Estrangeiros",A Educação de Felicity,2066
Madeline Hunter,"Por vezes, perder tudo significa ganhar muito mais...Lady Lydia Alfreton esconde um segredo: um manuscrito escandaloso, escrito por ela, e que a arruinaria se se tornasse público. Por azar, este texto proibido vai parar às mãos erradas, e Lydia torna-se alvo de um chantagista sem escrúpulos. Menos secreto é o seu pequeno (e único) vício. Pois Lydia é presença constante nas mesas de jogo da sociedade inglesa. Mas talvez resida aqui a solução para o problema... Desesperada, a jovem decide aceitar uma velha aposta que o arrogante duque de Penthurst lhe propôs. Se ganhar, vai poder pagar ao chantagista. Se perder, a sua inocência pertencerá a Penthurst, um homem a quem odeia profundamente...Lydia está confiante, porque tem tido sempre sorte. Mas desta vez a Fortuna parece querer atraiçoá-la, pois perde a aposta. Agora, para além do chantagista, tem de lidar também com os avanços de um perigoso duque que está disposto a tudo para a ter como sua duquesa...",C:\Users\Joao\Calibre Library\Madeline Hunter\A Duquesa Acidental (2067)\cover.jpg,9789892338699,2017-04-20T13:40:20+01:00,Leya,4,Fairbourne Quartet,4.0,"Fiction, General, Autores Estrangeiros, Ficção norte-americana - Romance, Romance",A Duquesa Acidental,2067
L'Engle Madeleine,"Quando a história começa, as personagens principais, Meg Merry e o seu irmão mais novo, Charles Wallace, vivem com a mãe e os irmãos, Sandy e Dennys. Meg tem dificuldade em adaptar-se à escola e sente a falta do pai, um cientista, que desapareceu há mais de um ano enquanto efetuava uma experiência que envolvia viajar no tempo. Um ser estranho de outro mundo visita o lar dos Murry e fornece uma pista importante sobre o paradeiro do Sr. Murry. Meg, Charles Wallace e o amigo Calvin O'Keefe começam então uma viagem perigosa no tempo e no espaço para salvarem o Sr. Murry. São assistidos pelas estranhas visitas dos Murry, a Sra. Quéisso, a Sra. Quem e a Sra. Qual. As crianças veem-se em breve no centro de uma luta entre o bem e o mal, que ameaça destruir a liberdade e a individualidade. Pelo caminho, desenvolvem força, coragem e capacidades que não sabiam ter. Para Meg, em especial, a viagem é mais do que uma aventura ou uma missão para ajudar os outros: é também uma viagem de autodescoberta que muda as suas ideias sobre si própria e as pessoas que a rodeiam.",C:\Users\Joao\Calibre Library\L'Engle Madeleine\Um Atalho no Tempo (2068)\cover.jpg,9789897410956,2013-09-16T13:17:25+01:00,Leya,4,Time Quintet,1.0,"Fiction, General, Classics, Autores Estrangeiros, Childrens, Science fiction, Young Adult, Fantasy",Um Atalho no Tempo,2068
Luis Sepúlveda,"Em 'Um velho que lia romances de amor', o autor chileno Luís Sepúlveda baseia-se em sua experiência na Amazônia para contar a história de António Bolívar, um homem que vai viver com a mulher na maior floresta tropical do mundo e aprende que a vida na selva não é para qualquer um. Ao sentir necessidade de se transportar para um universo idílico, longe da cruel realidade da vida, António passa a se interessar por romances de amor.",C:\Users\Joao\Calibre Library\Luis Sepulveda\O velho que lia romances de amor (2069)\cover.jpg,9788573164510,2005-02-15T13:50:22+00:00,Relume Dumará,4,,1.0,"Romance, Autores Estrangeiros",O velho que lia romances de amor,2069
Luis Sepúlveda,"O presente livro reúne um conjunto de narrativas que se encontravam dispersas por edições há muito esgotadas ou que permaneciam inéditas nas gavetas do autor. Com a sua publicação, Luis Sepúlveda quis de certo modo «encerrar» o capítulo da sua vida literária anterior a O Velho que Lia Romances de Amor, obra que, de um momento para o outro, em 1992, o transformou no caso mais sério da nova literatura latino-americana.  
A aventura e a política, o amor e a guerra, a viagem e a utopia, a ironia e o mistério: todo o mundo do autor, com as suas paixões e os seus temas (alguns, como o tema amoroso, presentes pela primeira vez com tanta intensidade), comparece neste notável livro de relatos, que vem confirmar a mestria do grande escritor chileno e a sua incontornável presença na primeira fila dos grandes contadores de histórias nossos contemporâneos.
",C:\Users\Joao\Calibre Library\Luis Sepulveda\Encontro de Amor Num Pais Em Guerra (2070)\cover.jpg,9789720044242,1997-01-01T00:00:00+00:00,Porto Editora,4,,1.0,"Contos, Autores Estrangeiros",Encontro de Amor Num País Em Guerra,2070
Luís Portas de Ibérico Nogueira,"Quando Henrique de Guerra se depara com uma conspiração terrorista destinada a atacar a Finlândia, ele bloqueia com o pânico. O extremismo Islâmico apropria-se de uma falha numa central nuclear enquanto que um ramo especial do exército Finlandês, liderado pelo Major Zhorn, luta contra a detonação eminente. Numa luta contra o tempo Henrique de Guerra desvenda o seu passado Nobílico.
",C:\Users\Joao\Calibre Library\Luis Portas de Iberico Nogueira\O Ultimo Nobre (2071)\cover.jpg,9781476460437,2012-06-14T00:00:00+01:00,Luís Portas,4,,1.0,Autores Portugueses,O Último Nobre,2071
Luis Sepúlveda,"Um dia, no campo de concentração de Bergen Belsen, na Alemanha, Luis Sepúlveda encontrou gravada numa pedra uma frase de autor anónimo que dizia: «Eu estive aqui e ninguém contará a minha história.» Essa frase trouxe-lhe à memória toda uma galeria de personagens excecionais que havia conhecido e cujas histórias mereciam ser contadas. 
Assim nasceu o presente livro, As Rosas de Atacama. «Histórias marginais» (aliás o título da edição original espanhola), e também histórias de marginais, os relatos que compõem esta obra têm todos os ingredientes a que Luis Sepúlveda habituou os seus leitores: a defesa da vida e da dignidade humana, a luta pela justiça, o elogio dos valores ecológicos, o exotismo como afirmação de que os sonhos são os mesmos em todos os lugares da Terra. Como em todos os livros de Sepúlveda, também neste a realidade supera a ficção.
",C:\Users\Joao\Calibre Library\Luis Sepulveda\As Rosas de Atacama (2072)\cover.jpg,9789720040916,2000-01-01T00:00:00+00:00,Porto Editora,4,,1.0,Autores Estrangeiros,As Rosas de Atacama,2072
Luís Portela,,C:\Users\Joao\Calibre Library\Luis Portela\Ser Espiritual (2073)\cover.jpg,,2014-09-24T01:00:00+01:00,Gradiva,,,1.0,Autores Portugueses,Ser Espiritual,2073
Luís Miguel Rocha,"Luis Miguel Rocha, autor de O Ultimo Papa inicia a sua actividade literária com Um País Encantado que nos dá conta do Portugal moribundo no tempo do Estado Novo, mais precisamente na década de trinta. Um país suspenso no tempo, deslumbrado com o estrangeiro, pobre em recursos e ideias.  
Centrado numa família privilegiada, outras famílias se lhe juntam. Assistimos aos seus ódios, amores, perdas e cumplicidades num enredo em que o trágico e o absurdo se cruzam. Numa intriga cheia de humor, através do olhar lúcido do narrador, são desmascaradas situações gritantes de injustiça e de exploração em que o abuso de poder de alguns grupos privilegiados se passeia livremente por um país sonâmbulo e decadente com a cumplicidade silenciosa da Igreja. Também somos levados às terras do Brasil e às colónias portuguesas, às fazendas do café que deliciava o Pessoa no Chiado.
",C:\Users\Joao\Calibre Library\Luis Miguel Rocha\Um pais encantado (2074)\cover.jpg,9789727311767,2005-02-15T13:18:46+00:00,Planeta Editora,3,,1.0,"Suspense, Mystery, Romance, Thriller",Um país encantado,2074
Luís Miguel Rocha,"1978, Cidade do Vaticano.  
A irmã Vincenza, assistente pessoal de João Paulo I, chega à antecâmara dos aposentos pontífices e descobre que Albino Luciani, representante de Deus na Terra, jaz morto na cama. Tinha sido eleito Papa há apenas 33 dias. E em 2000 anos de História, nunca nenhum Papa havia morrido sozinho. 
2006, Londres  
Sarah Monteiro, uma jovem jornalista portuguesa, está de regresso a Londres depois de umas férias na terra natal. Ao chegar, encontra entre a correspondência um envelope que lhe chama a atenção. Lá dentro, uma lista com nomes de personalidades públicas e pessoas desconhecidas, entre eles o de seu pai. A lista tem mais de 25 anos e muitos dos nomeados já faleceram. Mas como cedo irá descobrir, aquela lista pode transformar-se num bilhete para a morte. 
Com a ajuda de um homem misterioso inicia uma frenética corrida para escapar à morte. De Londres a Lisboa e a Nova Iorque, terá que levar a melhor sobre uma organização secreta que não olha a meios para deitar a mão à lista, e impedir a divulgação de um segredo que o Vaticano esconde há quase trinta anos.
",C:\Users\Joao\Calibre Library\Luis Miguel Rocha\O ultimo Papa (2075)\cover.jpg,9789728839697,2006-02-15T13:48:50+00:00,Luis Miguel Rocha,3,Vaticano,1.0,"Suspense, Mystery, Thriller, Autores Portugueses",O último Papa,2075
